video_id;game;comment_id;author_display_name;text;published_at;like_count;text_clean;text_casefoldingText;text_slangwords;text_title;text_stemming;text_tokenizingText;text_stopword;text_akhir;sentiment;confidence
MYXRsvydCb4;The Classrooms;Ugzdesm5P8PGly9tQsl4AaABAg;@fadhelpaleka2345;Windah horror basudara;24/04/2024 21:07;1;Windah horror basudara;windah horror basudara;windah horror basudara;windah Horror basudara;windah horror basudara;['windah', 'horror', 'basudara'];['windah', 'horror', 'basudara'];windah horror basudara;neutral;928
MYXRsvydCb4;The Classrooms;UgzRxuEW8cHfet3tP1F4AaABAg;@bagass9249;Maaf bang telat;24/04/2024 21:06;1;Maaf bang telat;maaf bang telat;maaf abang terlambat;maaf abang terlambat;maaf abang lambat;['maaf', 'abang', 'lambat'];['maaf', 'abang', 'lambat'];maaf abang lambat;neutral;997
MYXRsvydCb4;The Classrooms;UgyXauErL482dZ2fhiF4AaABAg;@indigos4566;Fix bocil2 pada mimpi buruk;24/04/2024 21:06;0;Fix bocil bocil pada mimpi buruk;fix bocil bocil pada mimpi buruk;fix anak kecil anak kecil pada mimpi buruk;fix anak kecil anak kecil pada mimpi buruk;fix anak kecil anak kecil pada mimpi buruk;['fix', 'anak', 'kecil', 'anak', 'kecil', 'pada', 'mimpi', 'buruk'];['fix', 'anak', 'anak', 'mimpi', 'buruk'];fix anak anak mimpi buruk;neutral;9818
MYXRsvydCb4;The Classrooms;Ugx7S4NlWNWWJoHMETR4AaABAg;@pojanmv;1:14:31 entitid;24/04/2024 21:05;3;entitid;entitid;entitid;entitid;entitid;['entitid'];['entitid'];entitid;neutral;9958
MYXRsvydCb4;The Classrooms;UgxAtB1qLZnx9HHKQxB4AaABAg;@afikun726;Kalo udah pake hetset berarti game serius ya;24/04/2024 21:05;0;Kalo udah pake hetset berarti game serius ya;kalo udah pake hetset berarti game serius ya;kalau sudah pakai hetset berarti permainan serius iya;kalau sudah pakai hetset berarti permainan serius iya;kalau sudah pakai hetset arti main serius iya;['kalau', 'sudah', 'pakai', 'hetset', 'arti', 'main', 'serius', 'iya'];['pakai', 'hetset', 'arti', 'main', 'serius'];pakai hetset arti main serius;neutral;9834
MYXRsvydCb4;The Classrooms;UgxD5NutlbjttVioRsB4AaABAg;@Rafly99;Hoaxxxxx;24/04/2024 21:03;0;Hoaxx;hoaxx;hoaxx;hoaxx;hoaxx;['hoaxx'];['hoaxx'];hoaxx;neutral;9893
MYXRsvydCb4;The Classrooms;UgxNB734cnPQ_K5Szhd4AaABAg;@Sigmaboys2702;Tes;24/04/2024 21:03;0;Tes;tes;tes;tes;tes;['tes'];['tes'];tes;neutral;9944
MYXRsvydCb4;The Classrooms;UgysZMCRFgn9UEEszxh4AaABAg;@Hanimra;anjir;24/04/2024 21:03;0;anjir;anjir;anjir;anjir;anjir;['anjir'];['anjir'];anjir;neutral;986
MYXRsvydCb4;The Classrooms;UgxIx2P-mQiGr8qckMl4AaABAg;@wildxn_kh3;Bang momok tuh kalau di bahasa Sunda artinya kelamin perempuan;24/04/2024 21:03;1;Bang momok tuh kalau di bahasa Sunda arti nya kelamin perempuan;bang momok tuh kalau di bahasa sunda arti nya kelamin perempuan;abang momok itu kalau di bahasa sunda arti nya kelamin perempuan;abang momok itu kalau di bahasa sunda arti nya kelamin perempuan;abang momok itu kalau di bahasa sunda arti nya kelamin perempuan;['abang', 'momok', 'itu', 'kalau', 'di', 'bahasa', 'sunda', 'arti', 'nya', 'kelamin', 'perempuan'];['abang', 'momok', 'bahasa', 'sunda', 'arti', 'kelamin', 'perempuan'];abang momok bahasa sunda arti kelamin perempuan;neutral;9979
MYXRsvydCb4;The Classrooms;Ugz-YqZNs86S6gaqfT94AaABAg;@gktau7103;Kamu menghina orang yang gk bisa berenang 😡😡;24/04/2024 21:03;0;Kamu menghina orang yang gk bisa berenang 😡😡;kamu menghina orang yang gk bisa berenang 😡😡;kamu menghina orang yang tidak bisa berenang 😡😡;kamu menghina orang yang tidak bisa berenang 😡😡;kamu hina orang yang tidak bisa renang;['kamu', 'hina', 'orang', 'yang', 'tidak', 'bisa', 'renang'];['hina', 'orang', 'tidak', 'renang'];hina orang tidak renang;negative;9966
MYXRsvydCb4;The Classrooms;Ugx5l6nyjWdR5mTvlU54AaABAg;@Bozvikvin;Entitas nya kaya yg pernah terkenal dulu pas 2018 an yaitu MoMo. Wajah nya mirip;24/04/2024 21:03;239;Entitas nya kaya yg pernah terkenal dulu pas an yaitu MoMo Wajah nya mirip;entitas nya kaya yg pernah terkenal dulu pas an yaitu momo wajah nya mirip;entitas nya kaya yang pernah terkenal dulu saat an yaitu momo wajah nya mirip;entitas nya kaya yang pernah terkenal dulu saat an yaitu momo wajah nya mirip;entitas nya kaya yang pernah terkenal dulu saat an yaitu momo wajah nya mirip;['entitas', 'nya', 'kaya', 'yang', 'pernah', 'terkenal', 'dulu', 'saat', 'an', 'yaitu', 'momo', 'wajah', 'nya', 'mirip'];['entitas', 'kaya', 'terkenal', 'momo', 'wajah'];entitas kaya terkenal momo wajah;neutral;9634
MYXRsvydCb4;The Classrooms;Ugwk5R7IeNbTYVbf6OR4AaABAg;@Lailatul_Fitri-t1c;Paman windah yang main aku yang deg degan 😭😮;24/04/2024 21:02;0;Paman windah yang main aku yang deg degan 😭😮;paman windah yang main aku yang deg degan 😭😮;paman windah yang main aku yang deg degan 😭😮;paman windah yang main aku yang deg degan 😭😮;paman windah yang main aku yang deg degan;['paman', 'windah', 'yang', 'main', 'aku', 'yang', 'deg', 'degan'];['paman', 'windah', 'main', 'deg', 'degan'];paman windah main deg degan;positive;8631
MYXRsvydCb4;The Classrooms;Ugw1XLmK_zt-IZ3_d5V4AaABAg;@Mindaaaa_;bambang, ngeri bangg;24/04/2024 21:02;0;bambang ngeri bangg;bambang ngeri bangg;bambang ngeri abang;bambang ngeri abang;bambang ngeri abang;['bambang', 'ngeri', 'abang'];['bambang', 'ngeri', 'abang'];bambang ngeri abang;neutral;8921
MYXRsvydCb4;The Classrooms;Ugy7CqoooJPT_l_oPp14AaABAg;@wildxn_kh3;Bang bahasa momok tuh kalau di bahasa Sunda itu artinya kelamin perempuan;24/04/2024 21:02;1;Bang bahasa momok tuh kalau di bahasa Sunda itu arti nya kelamin perempuan;bang bahasa momok tuh kalau di bahasa sunda itu arti nya kelamin perempuan;abang bahasa momok itu kalau di bahasa sunda itu arti nya kelamin perempuan;abang bahasa momok itu kalau di bahasa sunda itu arti nya kelamin perempuan;abang bahasa momok itu kalau di bahasa sunda itu arti nya kelamin perempuan;['abang', 'bahasa', 'momok', 'itu', 'kalau', 'di', 'bahasa', 'sunda', 'itu', 'arti', 'nya', 'kelamin', 'perempuan'];['abang', 'bahasa', 'momok', 'bahasa', 'sunda', 'arti', 'kelamin', 'perempuan'];abang bahasa momok bahasa sunda arti kelamin perempuan;neutral;9979
MYXRsvydCb4;The Classrooms;UgwKm9MZ2nY-HmgQrQd4AaABAg;@akuza.ch-11;P bang;24/04/2024 20:59;0;P bang;p bang;halo abang;halo abang;halo abang;['halo', 'abang'];['abang'];abang;neutral;9962
MYXRsvydCb4;The Classrooms;Ugxjgpgg7yVzAmtC4sl4AaABAg;@FadhillSaufii;Main Anomali lagi bg🎉🎉🎉🎉;24/04/2024 20:59;0;Main Anomali lagi bg 🎉🎉;main anomali lagi bg 🎉🎉;main anomali lagi abang 🎉🎉;main anomali lagi abang 🎉🎉;main anomali lagi abang;['main', 'anomali', 'lagi', 'abang'];['main', 'anomali', 'abang'];main anomali abang;neutral;9661
MYXRsvydCb4;The Classrooms;Ugw2bPAMN8K0T8QKFx14AaABAg;@saykaze;Windah barudara;24/04/2024 20:59;0;Windah barudara;windah barudara;windah barudara;windah barudara;windah barudara;['windah', 'barudara'];['windah', 'barudara'];windah barudara;neutral;9859
MYXRsvydCb4;The Classrooms;UgzSvQB_voj4nMy3H9d4AaABAg;@rifkizhaki;Bang FC mobile kapan;24/04/2024 20:56;0;Bang FC mobile kapan;bang fc mobile kapan;abang fc mobile kapan;abang fc mobile kapan;abang fc mobile kapan;['abang', 'fc', 'mobile', 'kapan'];['abang', 'fc', 'mobile'];abang fc mobile;neutral;9978
MYXRsvydCb4;The Classrooms;UgxMuMFpaz-BRL9WSNN4AaABAg;@pasukannasikotak;16:24 👳‍♀️😇;24/04/2024 20:52;0;👳 ♀ 😇;👳 ♀ 😇;👳 ♀ 😇;👳 ♀ 😇;;[];[];;neutral;9817
MYXRsvydCb4;The Classrooms;Ugxos-EWfYM7gz8bgBF4AaABAg;@marcelitaputri12;det so kripi, aku sampe ketiduran nontonnya kocak;24/04/2024 20:51;0;det so kripi aku sampe ketiduran nonton nya kocak;det so kripi aku sampe ketiduran nonton nya kocak;det so creepy aku sampai ketiduran menonton nya kocak;det so creepy aku sampai ketiduran menonton nya kocak;det so creepy aku sampai tidur tonton nya kocak;['det', 'so', 'creepy', 'aku', 'sampai', 'tidur', 'tonton', 'nya', 'kocak'];['det', 'creepy', 'tidur', 'tonton', 'kocak'];det creepy tidur tonton kocak;positive;9947
MYXRsvydCb4;The Classrooms;UgwU0wk1kTnvRS5iSWZ4AaABAg;@RiskiRiki-gg2ek;1:19:58 ngakak parah 😂;24/04/2024 20:51;20;ngakak parah 😂;ngakak parah 😂;ngakak parah 😂;ngakak parah 😂;ngakak parah;['ngakak', 'parah'];['ngakak', 'parah'];ngakak parah;positive;9967
MYXRsvydCb4;The Classrooms;Ugyaau02s92PO6wPXFR4AaABAg;@MuhamadIqbal-hm8hu;Bang kapan main fc mobile lagi😢;24/04/2024 20:50;0;Bang kapan main fc mobile lagi 😢;bang kapan main fc mobile lagi 😢;abang kapan main fc mobile lagi 😢;abang kapan main fc mobile lagi 😢;abang kapan main fc mobile lagi;['abang', 'kapan', 'main', 'fc', 'mobile', 'lagi'];['abang', 'main', 'fc', 'mobile'];abang main fc mobile;neutral;9975
MYXRsvydCb4;The Classrooms;Ugyd_odoMqidbcEWcYJ4AaABAg;@Natsuka_ne;Serem bangt, deg²an terus 😂😂;24/04/2024 20:49;0;Serem bangt deg degan terus 😂😂;serem bangt deg degan terus 😂😂;seram bangt deg degan terus 😂😂;seram bangt deg degan terus 😂😂;seram bangt deg degan terus;['seram', 'bangt', 'deg', 'degan', 'terus'];['seram', 'bangt', 'deg', 'degan'];seram bangt deg degan;positive;9923
MYXRsvydCb4;The Classrooms;UgyVuuQpUhSCNwNlrtl4AaABAg;@muhammadsalehfardan;Bang windah cobain game truckersofEurope 3 hd bgt;24/04/2024 20:49;0;Bang windah cobain game truckersofEurope hd bgt;bang windah cobain game truckersofeurope hd bgt;abang windah cobain permainan truckersofeurope hd banget;abang windah cobain permainan truckersofeurope hd banget;abang windah cobain main truckersofeurope hd banget;['abang', 'windah', 'cobain', 'main', 'truckersofeurope', 'hd', 'banget'];['abang', 'windah', 'cobain', 'main', 'truckersofeurope', 'hd', 'banget'];abang windah cobain main truckersofeurope hd banget;positive;5814
MYXRsvydCb4;The Classrooms;UgxsvDk05jFWhIcNH1F4AaABAg;@rehanandikaromero;Ror;24/04/2024 20:49;1;Ror;ror;ror;ror;ror;['ror'];['ror'];ror;neutral;9899
MYXRsvydCb4;The Classrooms;Ugz6dx2-HeKMFWuuWcJ4AaABAg;@rindianilyn8556;Gua rindu Messi bang;24/04/2024 20:46;0;Gua rindu Messi bang;gua rindu messi bang;aku rindu messi abang;aku rindu messi abang;aku rindu messi abang;['aku', 'rindu', 'messi', 'abang'];['rindu', 'messi', 'abang'];rindu messi abang;neutral;901
MYXRsvydCb4;The Classrooms;UgzRTsC8I3v_kYsgH3x4AaABAg;@wiryasatria9423;monster yang di Bathroom mirip yang di film Siksa kubur;24/04/2024 20:45;35;monster yang di Bathroom mirip yang di film Siksa kubur;monster yang di bathroom mirip yang di film siksa kubur;monster yang di bathroom mirip yang di film siksa kubur;monster yang di bathroom mirip yang di film siksa kubur;monster yang di bathroom mirip yang di film siksa kubur;['monster', 'yang', 'di', 'bathroom', 'mirip', 'yang', 'di', 'film', 'siksa', 'kubur'];['monster', 'bathroom', 'film', 'siksa', 'kubur'];monster bathroom film siksa kubur;neutral;9946
MYXRsvydCb4;The Classrooms;UgyVbn8D6jVXE6PN9fJ4AaABAg;@ferrisaf1312;bang aku nonton sambil makan;24/04/2024 20:44;0;bang aku nonton sambil makan;bang aku nonton sambil makan;abang aku menonton sambil makan;abang aku menonton sambil makan;abang aku tonton sambil makan;['abang', 'aku', 'tonton', 'sambil', 'makan'];['abang', 'tonton', 'makan'];abang tonton makan;neutral;9921
MYXRsvydCb4;The Classrooms;UgyW3R9ydHNC_U6Ht_d4AaABAg;@yourfavecha;MK : nonton windah tapi tegang sepanjang video;24/04/2024 20:42;0;MK nonton windah tapi tegang sepanjang video;mk nonton windah tapi tegang sepanjang video;mk menonton windah tapi tegang sepanjang video;mk menonton windah tapi tegang sepanjang video;mk tonton windah tapi tegang panjang video;['mk', 'tonton', 'windah', 'tapi', 'tegang', 'panjang', 'video'];['mk', 'tonton', 'windah', 'tegang', 'video'];mk tonton windah tegang video;neutral;7535
MYXRsvydCb4;The Classrooms;UgzVnP7Ruw5lXLsw91l4AaABAg;@ne7775-y8e;Aku pgn masuk ke backroom yg terakhir;24/04/2024 20:42;0;Aku pgn masuk ke backroom yg terakhir;aku pgn masuk ke backroom yg terakhir;aku pengen masuk ke backroom yang terakhir;aku pengen masuk ke Backroom yang terakhir;aku ken masuk ke backroom yang akhir;['aku', 'ken', 'masuk', 'ke', 'backroom', 'yang', 'akhir'];['ken', 'masuk', 'backroom'];ken masuk backroom;neutral;9761
MYXRsvydCb4;The Classrooms;Ugy0O3Ng1Sk3kzi1Ea94AaABAg;@Abdoelll-d7i;"bang coba mainin game 
Sky Children Of The Light""";24/04/2024 20:42;2;bang coba mainin game Sky Children Of The Light;bang coba mainin game sky children of the light;abang coba mainkan permainan sky children of the terang;abang coba mainkan permainan sky children of the terang;abang coba main main sky children of the terang;['abang', 'coba', 'main', 'main', 'sky', 'children', 'of', 'the', 'terang'];['abang', 'coba', 'main', 'main', 'sky', 'children', 'terang'];abang coba main main sky children terang;neutral;9976
MYXRsvydCb4;The Classrooms;UgyjhjAMBSP8fV565vl4AaABAg;@badrandeva8752;Bang cobain kamen Rider battride war;24/04/2024 20:41;0;Bang cobain kamen Rider battride war;bang cobain kamen rider battride war;abang cobain kamen rider battride war;abang cobain kamen rider battride war;abang cobain kamen rider battride war;['abang', 'cobain', 'kamen', 'rider', 'battride', 'war'];['abang', 'cobain', 'kamen', 'rider', 'battride', 'war'];abang cobain kamen rider battride war;neutral;9948
MYXRsvydCb4;The Classrooms;UgxqgxC3emnzCUhhTGx4AaABAg;@ArthurWindah;Katanya ga main tiktok..kok thu yg viral🗿;24/04/2024 20:41;0;Kata nya ga main tiktok kok thu yg viral 🗿;kata nya ga main tiktok kok thu yg viral 🗿;kata nya tidak main tiktok kok thu yang terkenal 🗿;kata nya tidak main Tiktok kok thu yang terkenal 🗿;kata nya tidak main tiktok kok thu yang terkenal;['kata', 'nya', 'tidak', 'main', 'tiktok', 'kok', 'thu', 'yang', 'terkenal'];['tidak', 'main', 'tiktok', 'thu', 'terkenal'];tidak main tiktok thu terkenal;neutral;9938
MYXRsvydCb4;The Classrooms;UgzKCsbXQs_eXlGMjZl4AaABAg;@RajaAlgipari;Sapa aku dong bang Windah;24/04/2024 20:40;0;Sapa aku dong bang Windah;sapa aku dong bang windah;sapa aku dong abang windah;sapa aku dong abang windah;sapa aku dong abang windah;['sapa', 'aku', 'dong', 'abang', 'windah'];['sapa', 'abang', 'windah'];sapa abang windah;neutral;9747
MYXRsvydCb4;The Classrooms;Ugym8xt42JoeicqDxN14AaABAg;@RajaAlgipari;Sapa aku dong bang Windah;24/04/2024 20:40;0;Sapa aku dong bang Windah;sapa aku dong bang windah;sapa aku dong abang windah;sapa aku dong abang windah;sapa aku dong abang windah;['sapa', 'aku', 'dong', 'abang', 'windah'];['sapa', 'abang', 'windah'];sapa abang windah;neutral;9747
MYXRsvydCb4;The Classrooms;Ugzv8ETKEdzOOlnwdcF4AaABAg;@jessicaaudi2222;normal ga sih suka backroom, suka bgt sm backroom yg akhir;24/04/2024 20:40;0;normal ga sih suka backroom suka bgt sm backroom yg akhir;normal ga sih suka backroom suka bgt sm backroom yg akhir;normal tidak sih suka backroom suka banget sama backroom yang akhir;normal tidak sih suka Backroom suka banget sama Backroom yang akhir;normal tidak sih suka backroom suka banget sama backroom yang akhir;['normal', 'tidak', 'sih', 'suka', 'backroom', 'suka', 'banget', 'sama', 'backroom', 'yang', 'akhir'];['normal', 'tidak', 'suka', 'backroom', 'suka', 'banget', 'backroom'];normal tidak suka backroom suka banget backroom;neutral;5197
MYXRsvydCb4;The Classrooms;UgxsGaazVRKk7E2rBUV4AaABAg;@RajaAlgipari;Sapa aku dong bang Windah;24/04/2024 20:40;0;Sapa aku dong bang Windah;sapa aku dong bang windah;sapa aku dong abang windah;sapa aku dong abang windah;sapa aku dong abang windah;['sapa', 'aku', 'dong', 'abang', 'windah'];['sapa', 'abang', 'windah'];sapa abang windah;neutral;9747
MYXRsvydCb4;The Classrooms;UgzWsJLkcx5ROxLA5ax4AaABAg;@evosriskidanrido;bang;24/04/2024 20:40;0;bang;bang;abang;abang;abang;['abang'];['abang'];abang;neutral;9973
MYXRsvydCb4;The Classrooms;Ugz6mzxGbIqFGEymZQp4AaABAg;@ferdibetaarmanda6303;Game kripi;24/04/2024 20:40;0;Game kripi;game kripi;permainan creepy;permainan creepy;main creepy;['main', 'creepy'];['main', 'creepy'];main creepy;neutral;9957
MYXRsvydCb4;The Classrooms;UgwD_GVev360o7-toGh4AaABAg;@Zaelyamada;Gak tau kenapa gw ngerasa takut banget ketika nonton ini, feeling nya beda sama game lain😅;24/04/2024 20:39;0;Gak tau kenapa gw ngerasa takut banget ketika nonton ini feeling nya beda sama game lain 😅;gak tau kenapa gw ngerasa takut banget ketika nonton ini feeling nya beda sama game lain 😅;tidak tahu kenapa aku ngerasa takut banget ketika menonton ini feeling nya beda sama permainan lain 😅;tidak tahu kenapa aku ngerasa takut banget ketika menonton ini feeling nya beda sama permainan lain 😅;tidak tahu kenapa aku ngerasa takut banget ketika tonton ini feeling nya beda sama main lain;['tidak', 'tahu', 'kenapa', 'aku', 'ngerasa', 'takut', 'banget', 'ketika', 'tonton', 'ini', 'feeling', 'nya', 'beda', 'sama', 'main', 'lain'];['tidak', 'ngerasa', 'takut', 'banget', 'tonton', 'feeling', 'beda', 'main'];tidak ngerasa takut banget tonton feeling beda main;neutral;9602
MYXRsvydCb4;The Classrooms;Ugy4tnbZ44F0_4GQml94AaABAg;@airubirus;Anjir monster kuping serem bgt 😭;24/04/2024 20:39;0;Anjir monster kuping serem bgt 😭;anjir monster kuping serem bgt 😭;anjir monster telinga seram banget 😭;anjir monster telinga seram banget 😭;anjir monster telinga seram banget;['anjir', 'monster', 'telinga', 'seram', 'banget'];['anjir', 'monster', 'telinga', 'seram', 'banget'];anjir monster telinga seram banget;positive;9624
MYXRsvydCb4;The Classrooms;Ugw7UU5gZ9o37Ye6lnN4AaABAg;@bowosyahputra1261;Ada satu yang bikin aku terkekeh, kenapa sih begitu ada hantu nya malah nengok ke belakang, orang mah lari aja nggak usah nengok ke belakang;24/04/2024 20:39;0;Ada satu yang bikin aku terkekeh kenapa sih begitu ada hantu nya malah nengok ke belakang orang mah lari aja nggak usah nengok ke belakang;ada satu yang bikin aku terkekeh kenapa sih begitu ada hantu nya malah nengok ke belakang orang mah lari aja nggak usah nengok ke belakang;ada satu yang bikin aku terkekeh kenapa sih begitu ada setan nya malah nengok ke belakang orang mah lari saja tidak perlu nengok ke belakang;ada satu yang bikin aku terkekeh kenapa sih begitu ada setan nya malah nengok ke belakang orang mah lari saja tidak perlu nengok ke belakang;ada satu yang bikin aku kekeh kenapa sih begitu ada setan nya malah nengok ke belakang orang mah lari saja tidak perlu nengok ke belakang;['ada', 'satu', 'yang', 'bikin', 'aku', 'kekeh', 'kenapa', 'sih', 'begitu', 'ada', 'setan', 'nya', 'malah', 'nengok', 'ke', 'belakang', 'orang', 'mah', 'lari', 'saja', 'tidak', 'perlu', 'nengok', 'ke', 'belakang'];['bikin', 'kekeh', 'setan', 'nengok', 'orang', 'lari', 'tidak', 'nengok'];bikin kekeh setan nengok orang lari tidak nengok;negative;5012
MYXRsvydCb4;The Classrooms;UgzTb6fyQCBHxzqq8b54AaABAg;@yayatgta2004;Mainin game Visual Studio Code bg itu game nya seru cuman ngetik sih tapi kalo kita ngetik nya bener bisa jalan 👍;24/04/2024 20:38;0;Mainin game Visual Studio Code bg itu game nya seru cuman ngetik sih tapi kalo kita ngetik nya bener bisa jalan 👍;mainin game visual studio code bg itu game nya seru cuman ngetik sih tapi kalo kita ngetik nya bener bisa jalan 👍;mainkan permainan visual studio code abang itu permainan nya seru cuman ngetik sih tapi kalau kita ngetik nya benar bisa jalan 👍;mainkan permainan visual studio code abang itu permainan nya seru cuman ngetik sih tapi kalau kita ngetik nya benar bisa jalan 👍;main main visual studio code abang itu main nya seru cuman ngetik sih tapi kalau kita ngetik nya benar bisa jalan;['main', 'main', 'visual', 'studio', 'code', 'abang', 'itu', 'main', 'nya', 'seru', 'cuman', 'ngetik', 'sih', 'tapi', 'kalau', 'kita', 'ngetik', 'nya', 'benar', 'bisa', 'jalan'];['main', 'main', 'visual', 'studio', 'code', 'abang', 'main', 'seru', 'cuman', 'ngetik', 'ngetik', 'jalan'];main main visual studio code abang main seru cuman ngetik ngetik jalan;neutral;8422
MYXRsvydCb4;The Classrooms;UgylzZGsfxl8iSyz5Jt4AaABAg;@satrniii;game horror? sudah pasti viral di tiktok;24/04/2024 20:37;1;game horror ? sudah pasti viral di tiktok;game horror ? sudah pasti viral di tiktok;permainan horror ? sudah pasti terkenal di tiktok;permainan Horror ? sudah pasti terkenal di Tiktok;main horror sudah pasti terkenal di tiktok;['main', 'horror', 'sudah', 'pasti', 'terkenal', 'di', 'tiktok'];['main', 'horror', 'terkenal', 'tiktok'];main horror terkenal tiktok;neutral;8852
MYXRsvydCb4;The Classrooms;UgzjWm6kp2YEXc0F22V4AaABAg;@gyubiii;1:19:32 epic moment bang brando 😭😭😭;24/04/2024 20:37;0;epic moment bang brando 😭😭;epic moment bang brando 😭😭;epic momen abang windah 😭😭;epic momen abang windah 😭😭;epic momen abang windah;['epic', 'momen', 'abang', 'windah'];['epic', 'momen', 'abang', 'windah'];epic momen abang windah;positive;7023
MYXRsvydCb4;The Classrooms;Ugzv6n1OSJ8i4MHlh3l4AaABAg;@HavidAfrizal;Aku gak download tiktok bang;24/04/2024 20:37;0;Aku gak download tiktok bang;aku gak download tiktok bang;aku tidak download tiktok abang;aku tidak download Tiktok abang;aku tidak download tiktok abang;['aku', 'tidak', 'download', 'tiktok', 'abang'];['tidak', 'download', 'tiktok', 'abang'];tidak download tiktok abang;neutral;9984
MYXRsvydCb4;The Classrooms;UgyBiStZ2VuqdV-ZzkJ4AaABAg;@the__sera;kok kayak backroom bangg;24/04/2024 20:37;0;kok kayak backroom bangg;kok kayak backroom bangg;kok seperti backroom abang;kok seperti Backroom abang;kok seperti backroom abang;['kok', 'seperti', 'backroom', 'abang'];['backroom', 'abang'];backroom abang;neutral;9896
MYXRsvydCb4;The Classrooms;Ugx70zsl4qQ4bPpGx0h4AaABAg;@Friz_dredwine;28:33 SEREM PLISSSS;24/04/2024 20:36;0;SEREM PLISS;serem pliss;seram kumohon;seram kumohon;seram mohon;['seram', 'mohon'];['seram', 'mohon'];seram mohon;neutral;9959
MYXRsvydCb4;The Classrooms;Ugw02NcxZ-B190s_SKp4AaABAg;@Nenganisah-id3os;Apakah ini di ambil dari kisah nyata;24/04/2024 20:36;0;Apakah ini di ambil dari kisah nyata;apakah ini di ambil dari kisah nyata;apakah ini di ambil dari kisah nyata;apakah ini di ambil dari kisah nyata;apakah ini di ambil dari kisah nyata;['apakah', 'ini', 'di', 'ambil', 'dari', 'kisah', 'nyata'];['ambil', 'kisah', 'nyata'];ambil kisah nyata;neutral;9895
MYXRsvydCb4;The Classrooms;Ugxumswtl3l-6Iz8M5t4AaABAg;@Vanz-on5lk;1:19:21 ketika bang windah ketemu ama orochimaru dia ketawa bahagia wak🗿☝️;24/04/2024 20:36;0;ketika bang windah ketemu ama orochimaru dia ketawa bahagia wak 🗿☝;ketika bang windah ketemu ama orochimaru dia ketawa bahagia wak 🗿☝;ketika abang windah ketemu sama orochimaru dia ketawa bahagia wak 🗿☝;ketika abang windah ketemu sama orochimaru dia ketawa bahagia wak 🗿☝;ketika abang windah ketemu sama orochimaru dia ketawa bahagia wak;['ketika', 'abang', 'windah', 'ketemu', 'sama', 'orochimaru', 'dia', 'ketawa', 'bahagia', 'wak'];['abang', 'windah', 'ketemu', 'orochimaru', 'ketawa', 'bahagia', 'wak'];abang windah ketemu orochimaru ketawa bahagia wak;positive;9855
MYXRsvydCb4;The Classrooms;Ugypk-mYB418lmO7QcB4AaABAg;@JAMAL-nu2wt;gw yg liat bg windah main kok gw yg panik pas di kjar;24/04/2024 20:36;0;gw yg liat bg windah main kok gw yg panik pas di kjar;gw yg liat bg windah main kok gw yg panik pas di kjar;aku yang lihat abang windah main kok aku yang panik saat di kejar;aku yang lihat abang windah main kok aku yang panik saat di kejar;aku yang lihat abang windah main kok aku yang panik saat di kejar;['aku', 'yang', 'lihat', 'abang', 'windah', 'main', 'kok', 'aku', 'yang', 'panik', 'saat', 'di', 'kejar'];['lihat', 'abang', 'windah', 'main', 'panik', 'kejar'];lihat abang windah main panik kejar;neutral;9953
MYXRsvydCb4;The Classrooms;UgyG6nUekXkMmavnCWN4AaABAg;@gerenzgp2695;"btw sekolah di gameplay ini mirip di series luar negeri judulnya ""19-2"" eps 1 scene ttg pembunuhan di sekolah,,,asli mirip sekolah nya";24/04/2024 20:34;5;btw sekolah di gameplay ini mirip di series luar negeri judul nya eps scene ttg pembunuhan di sekolah asli mirip sekolah nya;btw sekolah di gameplay ini mirip di series luar negeri judul nya eps scene ttg pembunuhan di sekolah asli mirip sekolah nya;ngomong-ngomong sekolah di gameplay ini mirip di series luar negeri judul nya eps scene tentang pembunuhan di sekolah asli mirip sekolah nya;ngomong-ngomong sekolah di gameplay ini mirip di series luar negeri judul nya eps scene tentang pembunuhan di sekolah asli mirip sekolah nya;ngomongngomong sekolah di gameplay ini mirip di series luar negeri judul nya eps scene tentang bunuh di sekolah asli mirip sekolah nya;['ngomongngomong', 'sekolah', 'di', 'gameplay', 'ini', 'mirip', 'di', 'series', 'luar', 'negeri', 'judul', 'nya', 'eps', 'scene', 'tentang', 'bunuh', 'di', 'sekolah', 'asli', 'mirip', 'sekolah', 'nya'];['ngomongngomong', 'sekolah', 'gameplay', 'series', 'negeri', 'judul', 'eps', 'scene', 'bunuh', 'sekolah', 'asli', 'sekolah'];ngomongngomong sekolah gameplay series negeri judul eps scene bunuh sekolah asli sekolah;neutral;9946
MYXRsvydCb4;The Classrooms;UgwpJoMo8V_Y_K8gF194AaABAg;@rieeza;Kripik;24/04/2024 20:34;0;Kripik;kripik;kripik;kripik;kripik;['kripik'];['kripik'];kripik;neutral;9971
MYXRsvydCb4;The Classrooms;UgyJfCrT_x9EU7iAu694AaABAg;@DASAAAAAAA;gg bang kamu menamatkan game terseram ini;24/04/2024 20:33;0;gg bang kamu menamatkan game terseram ini;gg bang kamu menamatkan game terseram ini;hebat abang kamu menamatkan permainan terseram ini;hebat abang kamu menamatkan permainan terseram ini;hebat abang kamu tamat main seram ini;['hebat', 'abang', 'kamu', 'tamat', 'main', 'seram', 'ini'];['hebat', 'abang', 'tamat', 'main', 'seram'];hebat abang tamat main seram;positive;9966
